date,comic
01-03-06,"Monette Steps Out pt 3"
01-02-06,"Monette Steps Out pt 2"
01-01-06,"Monette Steps Out pt 1"
12-31-05,"Old Familiar Faces IV pt 5"
12-30-05,"Old Familiar Faces IV pt 4"
12-29-05,"Old Familiar Faces IV pt 3"
12-28-05,"Old Familiar Faces IV pt 2"
12-27-05,"Old Familiar Faces IV pt 1"
12-26-05,"T-Bob a Go-Go"
12-19-05,"Down Time pt 8"
12-18-05,"Down Time pt 7"
12-17-05,"Down Time pt 6"
12-16-05,"Down Time pt 5"
12-15-05,"Down Time pt 4"
12-14-05,"Down Time pt 3"
12-13-05,"Down Time pt 2"
12-12-05,"Down Time pt 1"
12-11-05,"Dream Comics"
12-10-05,"Friendly Notes"
12-09-05,"Found Things"
12-08-05,"Personal Places"
12-07-05,"Finally Sinking In"
12-06-05,"Calling You Out"
12-05-05,"Beth"
12-04-05,"Comfort"
12-03-05,"Little Changes"
12-02-05,"The Gang’s Almost All Here"
12-01-05,"Management pt 3"
11-30-05,"Management pt 2"
11-29-05,"Management pt 1"
11-28-05,"Snap Decision"
11-27-05,"Next Sunday A.D."
11-26-05,"Redesigned"
11-25-05,"Home Again, Home Again pt 7"
11-24-05,"Home Again, Home Again pt 6"
11-23-05,"Home Again, Home Again pt 5"
11-22-05,"Home Again, Home Again pt 4"
11-21-05,"Home Again, Home Again pt 3"
11-20-05,"Home Again, Home Again pt 2"
11-19-05,"Home Again, Home Again pt 1"
11-08-05,"A Painting"
11-07-05,"Lost Sketches pt 14"
11-06-05,"Lost Sketches pt 13"
11-05-05,"Lost Sketches pt 12"
11-04-05,"Lost Sketches pt 11"
11-03-05,"Lost Sketches pt 10"
11-02-05,"Lost Sketches pt 9"
11-01-05,"Lost Sketches pt 8"
10-31-05,"Lost Sketches pt 7"
10-30-05,"The First Second Comic"
10-29-05,"Lost Sketches pt 6"
10-28-05,"Lost Sketches pt 5"
10-27-05,"Lost Sketches pt 4"
10-26-05,"Lost Sketches pt 3"
10-25-05,"Lost Sketches pt 2"
10-24-05,"Lost Sketches pt 1"
10-23-05,"Meanwhile…."
10-22-05,"Preparing pt 3"
10-21-05,"Preparing pt 2"
10-20-05,"Preparing pt 1"
10-19-05,"Aftermath"
10-18-05,"Gather No Moss pt 7"
10-15-05,"Gather No Moss pt 6"
10-14-05,"Gather No Moss pt 5"
10-13-05,"Gather No Moss pt 4"
10-12-05,"Gather No Moss pt 3"
10-11-05,"Gather No Moss pt 2"
10-10-05,"Gather No Moss pt 1"
10-09-05,"Family Macabre pt 8"
10-08-05,"Family Macabre pt 7"
10-07-05,"Family Macabre pt 6"
10-06-05,"Family Macabre pt 5"
10-05-05,"Family Macabre pt 4"
10-04-05,"Family Macabre pt 3"
10-03-05,"Family Macabre pt 2"
10-02-05,"Family Macabre pt 1"
10-01-05,"Serial Killers pt 6"
09-30-05,"Serial Killers pt 5"
09-29-05,"Serial Killers pt 4"
09-28-05,"Serial Killers pt 3"
09-27-05,"Serial Killers pt 2"
09-26-05,"Mirror Masked"
09-25-05,"Serial Killers pt 1"
09-24-05,"The Visitor pt 5"
09-23-05,"The Visitor pt 4"
09-22-05,"The Visitor pt 3"
09-21-05,"The Visitor pt 2"
09-20-05,"The Visitor pt 1"
09-19-05,"The Visitor pt 1"
09-18-05,"The Visitor pt 1"
09-17-05,"Golden Age pt 6"
09-16-05,"Golden Age pt 5"
09-15-05,"Golden Age pt 4"
09-14-05,"Golden Age pt 3"
09-13-05,"Golden Age pt 2"
09-12-05,"Golden Age pt 1"
09-11-05,"Someone to Care"
09-10-05,"Necks pt 2"
09-09-05,"Necks pt 1"
09-02-05,"If You’ve Got Some Sugar…"
09-01-05,"Predictions pt 4"
08-31-05,"Predictions pt 3"
08-30-05,"Predictions pt 2"
08-29-05,"Predictions pt 1"
08-28-05,"Davis Square"
08-27-05,"Customer Service"
08-26-05,"Keeping Track"
08-25-05,"PeeJee’s Project"
08-24-05,"Catching Up"
08-15-05,"In Memory pt 8"
08-14-05,"In Memory pt 7"
08-13-05,"In Memory pt 6"
08-12-05,"In Memory pt 5"
08-11-05,"In Memory pt 4"
08-10-05,"In Memory pt 3"
08-09-05,"In Memory pt 2"
08-08-05,"In Memory pt 1"
08-07-05,"Hooky"
08-06-05,"The Root of the Problem"
08-05-05,"The Experiment"
08-04-05,"Sad Songs pt 3"
08-03-05,"Sad Songs pt 2"
08-02-05,"Sad Songs pt 1"
08-01-05,"Neighborly"
07-31-05,"Mixed"
07-30-05,"Get Well Soon"
07-29-05,"Smary Shopper"
07-28-05,"Broom Closet pt 5"
07-27-05,"Broom Closet pt 4"
07-26-05,"Broom Closet pt 3"
07-25-05,"Broom Closet pt 2"
07-24-05,"Broom Closet pt 1"
07-23-05,"Shave and a Haircut pt 3"
07-22-05,"Shave and a Haircut pt 2"
07-21-05,"Shave and a Haircut pt 1"
07-20-05,"Being Watched"
07-19-05,"Marked"
07-18-05,"Fights Never Fought"
07-17-05,"Teaching the Kids"
07-16-05,"Zork Filler pt 2"
07-15-05,"Zork Filler pt 1"
07-14-05,"Larp pt 2"
07-13-05,"Larp pt 1"
07-12-05,"Creating a Trend pt 6"
07-11-05,"Lollipop Tarts"
07-10-05,"Becoming Responsible"
07-09-05,"Ego Feed pt 3"
07-08-05,"Ego Feed pt 2"
07-07-05,"Disgrace on Demand"
07-06-05,"Ego Feed pt 1"
07-05-05,"Past Loves pt 3"
07-04-05,"Past Loves pt 2"
07-03-05,"Past Loves pt 1"
07-02-05,"Creating a Trend pt 5"
07-01-05,"In Memorium"
06-30-05,"Creating a Trend pt 4"
06-29-05,"Creating a Trend pt 3"
06-28-05,"Namesake"
06-27-05,"Creating a Trend pt 2"
06-26-05,"Creating a Trend pt 1"
06-25-05,"Ringtone Kitty"
06-24-05,"Family Friendly"
06-23-05,"FOR YOUUUUU!"
06-22-05,"Extras"
06-21-05,"Reach Out And Throttle Someone"
06-20-05,"Self-Inflicted Martyrdom"
06-19-05,"Fathers"
06-18-05,"Prelude to a Confession"
06-17-05,"Glass Cases and Closets"
06-16-05,"Running Late"
06-15-05,"Sick Boyfriends"
06-14-05,"Medical Care"
06-13-05,"Putting the Mare in Nightmare"
06-12-05,"Right Into a Wall"
06-11-05,"Job Openings pt 8"
06-10-05,"Job Openings pt 7"
06-09-05,"Job Openings pt 6"
06-08-05,"Job Openings pt 5"
06-07-05,"Job Openings pt 4"
06-06-05,"Job Openings pt 3"
06-05-05,"Job Openings pt 2"
06-04-05,"Job Openings pt 1"
06-03-05,"A-Kon Filler"
06-02-05,"Aging Fashion"
06-01-05,"Mike’s Motivation"
05-31-05,"Little Computer People"
05-30-05,"V.I.P. Room"
05-29-05,"Working From Home"
05-28-05,"Dead Hardware pt 7"
05-27-05,"Dead Hardware pt 6"
05-26-05,"Dead Hardware pt 5"
05-25-05,"Dead Hardware pt 4"
05-24-05,"Dead Hardware pt 3"
05-23-05,"Dead Hardware pt 2"
05-22-05,"Dead Hardware pt 1"
05-21-05,"The People We’ve Dated"
05-20-05,"Star Bored pt 6"
05-19-05,"Star Bored pt 5"
05-18-05,"Star Bored pt 4"
05-17-05,"Star Bored pt 3"
05-16-05,"Star Bored pt 2"
05-15-05,"Star Bored pt 1"
05-14-05,"Graduation pt 6"
05-13-05,"Graduation pt 5"
05-12-05,"Graduation pt 4"
05-11-05,"Graduation pt 3"
05-10-05,"Graduation pt 2"
05-09-05,"Graduation pt 1"
05-08-05,"Mother’s Day"
05-07-05,"The SIDS Train pt 7"
05-06-05,"The SIDS Train pt 6"
05-05-05,"The SIDS Train pt 5"
05-04-05,"The SIDS Train pt 4"
05-03-05,"The SIDS Train pt 3"
05-02-05,"The SIDS Train pt 2"
05-01-05,"The SIDS Train pt 1"
04-30-05,"Every Actor’s Secret"
04-29-05,"Always Open to a Hug"
04-28-05,"Not Turning Back"
04-27-05,"Less Than Kawaii"
04-26-05,"Relearning the Basics"
04-25-05,"The New Girl pt 7"
04-24-05,"The New Girl pt 6"
04-23-05,"The New Girl pt 5"
04-22-05,"The New Girl pt 4"
04-21-05,"The New Girl pt 3"
04-20-05,"The New Girl pt 2"
04-19-05,"The New Girl pt 1"
04-18-05,"Wrap Up"
04-17-05,"Reader Q&A Week-ish pt 10"
04-16-05,"Reader Q&A Week-ish pt 9"
04-15-05,"Reader Q&A Week-ish pt 8"
04-14-05,"Reader Q&A Week-ish pt 7"
04-13-05,"Reader Q&A Week-ish pt 6"
04-12-05,"Reader Q&A Week-ish pt 5"
04-11-05,"Reader Q&A Week-ish pt 4"
04-10-05,"Reader Q&A Week-ish pt 3"
04-09-05,"Reader Q&A Week-ish pt 2"
04-08-05,"Reader Q&A Week-ish pt 1"
04-07-05,"The Downside of SIDS pt 5"
04-06-05,"The Downside of SIDS pt 4"
04-05-05,"The Downside of SIDS pt 3"
04-04-05,"The Downside of SIDS pt 2"
04-03-05,"The Downside of SIDS pt 1"
04-02-05,"Activism for Profit"
04-01-05,"Nocturnal pt 5"
03-31-05,"Nocturnal pt 4"
03-30-05,"Nocturnal pt 3"
03-29-05,"Nocturnal pt 2"
03-28-05,"Nocturnal pt 1"
03-27-05,"A Comic as Lame as Easter Candy"
03-26-05,"In Jesus’s Name pt 8"
03-25-05,"In Jesus’s Name pt 7"
03-24-05,"In Jesus’s Name pt 6"
03-23-05,"In Jesus’s Name pt 5"
03-22-05,"In Jesus’s Name pt 4"
03-21-05,"In Jesus’s Name pt 3"
03-20-05,"In Jesus’s Name pt 2"
03-19-05,"In Jesus’s Name pt 1"
03-18-05,"Mike’s Favorite Author pt 6"
03-17-05,"Mike’s Favorite Author pt 5"
03-16-05,"Mike’s Favorite Author pt 4"
03-15-05,"Mike’s Favorite Author pt 3"
03-14-05,"Mike’s Favorite Author pt 2"
03-13-05,"Mike’s Favorite Author pt 1"
03-12-05,"Payback on a Little Brother"
03-11-05,"Reunions"
03-10-05,"T.B.L.F."
03-09-05,"Rage Science"
03-08-05,"Circles of Blame"
03-07-05,"Bidding"
03-06-05,"Captain Sniggles"
03-05-05,"MeanSpace pt 4"
03-04-05,"MeanSpace pt 3"
03-03-05,"MeanSpace pt 2"
03-02-05,"MeanSpace pt 1"
03-01-05,"Snow Day"
02-28-05,"Nicotine"
02-27-05,"Face a Mother Would Loathe"
02-26-05,"Greasy Slice of Hell"
02-25-05,"Getting Davan Out of the House pt 6"
02-24-05,"Getting Davan Out of the House pt 5"
02-23-05,"Getting Davan Out of the House pt 4"
02-22-05,"Getting Davan Out of the House pt 3"
02-21-05,"Getting Davan Out of the House pt 2"
02-20-05,"Getting Davan Out of the House pt 1"
02-19-05,"Beds"
02-18-05,"Not a Bully"
02-17-05,"How to Resign"
02-16-05,"Workplace Romances"
02-15-05,"Shaky Prospects"
02-14-05,"No One’s Thinking of the Children"
02-13-05,"Toys"
02-12-05,"Empowerment"
02-11-05,"I Am Providence pt 6"
02-10-05,"I Am Providence pt 5"
02-09-05,"I Am Providence pt 4"
02-08-05,"I Am Providence pt 3"
02-07-05,"I Am Providence pt 2"
02-06-05,"I Am Providence pt 1"
02-05-05,"Think Before You Chide"
02-04-05,"Insurance"
02-03-05,"The Future of Trek"
02-02-05,"Lucky Money"
02-01-05,"Cheat Codes"
01-31-05,"Late Night Heroes"
01-30-05,"Keys"
01-29-05,"Jason’s Empty Nest pt 6"
01-28-05,"Jason’s Empty Nest pt 5"
01-27-05,"Jason’s Empty Nest pt 4"
01-26-05,"Jason’s Empty Nest pt 3"
01-25-05,"Jason’s Empty Nest pt 2"
01-24-05,"Jason’s Empty Nest pt 1"
01-23-05,"Snow Day"
01-22-05,"Old Games pt 1"
01-21-05,"Aubrey as Pandora"
01-20-05,"Gaming on the Fly"
01-19-05,"Afterglow of a Let Down"
01-18-05,"PeeJee’s Lament"
01-17-05,"Kill Joy"
01-16-05,"The “Customer” Is Usually a Dick"
01-15-05,"LiveJournal Blues"
01-14-05,"The Business of Cons"
01-13-05,"Lament of a Geek"
01-12-05,"Land of the Loung Lizards"
01-11-05,"Animal Cops"
01-10-05,"A Caring Employer"
01-09-05,"Bees With Bruises"
01-08-05,"Sid Meier’s Relationship Ender"
01-07-05,"Roommate Ramblings"
01-06-05,"Relocation pt 4"
01-05-05,"The Truth About Employment"
01-04-05,"Relocation pt 3"
01-03-05,"Relocation pt 2"
01-02-05,"Relocation pt 1"
01-01-05,"Tasteless Traditions"
12-31-04,"The Birthday Girl pt 6"
12-30-04,"The Birthday Girl pt 5"
12-29-04,"The Birthday Girl pt 4"
12-28-04,"The Birthday Girl pt 3"
12-27-04,"The Birthday Girl pt 2"
12-26-04,"The Birthday Girl pt 1"
12-25-04,"Old Familiar Faces III pt 6"
12-24-04,"Old Familiar Faces III pt 5"
12-23-04,"Old Familiar Faces III pt 4"
12-22-04,"Old Familiar Faces III pt 3"
12-21-04,"Old Familiar Faces III pt 2"
12-20-04,"Old Familiar Faces III pt 1"
12-19-04,"When to Shut Your Fucking Mouth"
12-18-04,"Waiting"
12-17-04,"Aubrey’s Guide to Dating"
12-16-04,"Caring"
12-15-04,"Time to Go"
12-14-04,"Fearful Honesty"
12-13-04,"Taking a Chance"
12-12-04,"Subtle Like a Kick to the Face"
12-11-04,"Hell’s Bells"
12-10-04,"The Old Apartment"
12-09-04,"Fumbling"
12-08-04,"Gathering Courage"
12-07-04,"Holiday"
12-06-04,"Return of the Reefer Man"
12-05-04,"Krampus!"
12-04-04,"The Comfort Zone"
12-03-04,"Reaction"
12-02-04,"Look at Little Sister pt 2"
12-01-04,"Look at Little Sister pt 1"
11-30-04,"Christmas Memories"
11-29-04,"Confession"
11-28-04,"Pepito Explains It All"
11-27-04,"Aubrey to the Rescue"
11-26-04,"Chatterbox"
11-25-04,"Glib"
11-24-04,"Never Work With Friends"
11-23-04,"A Mother Worries"
11-22-04,"Garbage Killed the Video Star"
11-21-04,"Kyle Doesn’t Live Here Anymore"
11-20-04,"Everyone Loves Pussy"
11-19-04,"How the Other Half Get Drunk pt 3"
11-18-04,"How the Other Half Get Drunk pt 2"
11-17-04,"How the Other Half Get Drunk pt 1"
11-16-04,"When to Walk Away pt 4"
11-15-04,"When to Walk Away pt 3"
11-14-04,"When to Walk Away pt 2"
11-13-04,"When to Walk Away pt 1"
11-12-04,"Ranting"
11-11-04,"Hungry For Revenge"
11-10-04,"Too Far"
11-09-04,"One Closed Door"
11-08-04,"Loose End"
11-07-04,"Usurping pt 3"
11-06-04,"The Definition of Leadership"
11-05-04,"Women Studies 101"
11-04-04,"Old Roads Best Left Alone"
11-03-04,"Usurping pt 2"
11-02-04,"Usurping pt 1"
11-01-04,"Down to the Wire"
10-31-04,"What Friendship is Made Of"
10-30-04,"Treated pt 9"
10-29-04,"Treated pt 8"
10-28-04,"Treated pt 7"
10-27-04,"Treated pt 6"
10-26-04,"Treated pt 5"
10-25-04,"Treated pt 4"
10-24-04,"Treated pt 3"
10-23-04,"Treated pt 2"
10-22-04,"Treated pt 1"
10-21-04,"I get it! He Hates Mondays!"
10-20-04,"Anna’s First Job pt 6"
10-19-04,"Anna’s First Job pt 5"
10-18-04,"Anna’s First Job pt 4"
10-17-04,"Anna’s First Job pt 3"
10-16-04,"Anna’s First Job pt 2"
10-15-04,"Anna’s First Job pt 1"
10-14-04,"Just a Quick Hello"
10-13-04,"Class of Ninety-Bore pt 8"
10-12-04,"Class of Ninety-Bore pt 7"
10-11-04,"Class of Ninety-Bore pt 6"
10-10-04,"Class of Ninety-Bore pt 5"
10-09-04,"Class of Ninety-Bore pt 4"
10-08-04,"Class of Ninety-Bore pt 3"
10-07-04,"Class of Ninety-Bore pt 2"
10-06-04,"Class of Ninety-Bore pt 1"
10-05-04,"The Mind is Willing"
10-04-04,"Realization"
10-03-04,"No One Visits in the Daytime"
10-02-04,"Just Needs a “Welcome” Tattoo"
10-01-04,"“Buts” Don’t Make It Better"
09-30-04,"Jumping Into the Shallow End"
09-28-04,"Misery Hates Company"
09-28-04,"The Thought That Counts"
09-27-04,"The Will pt 4"
09-26-04,"The Will pt 3"
09-25-04,"The Will pt 2"
09-24-04,"The Will pt 1"
09-23-04,"Last Bit of Light"
09-22-04,"First and Last pt 3"
09-21-04,"First and Last pt 2"
09-20-04,"First and Last pt 1"
09-19-04,"Revisions pt 7"
09-18-04,"Revisions pt 6"
09-17-04,"Revisions pt 5"
09-16-04,"Revisions pt 4"
09-15-04,"Revisions pt 3"
09-14-04,"Revisions pt 2"
09-13-04,"Revisions pt 1"
09-12-04,"Promise Me"
09-11-04,"Close-Out pt 4"
09-10-04,"Close-Out pt 3"
09-09-04,"Close-Out pt 2"
09-08-04,"Close-Out pt 1"
09-07-04,"Sometimes She’s a Person"
09-06-04,"We Maul the Ones We Love"
09-05-04,"A Comic I Phoned In"
09-04-04,"Moral Morse Code"
09-03-04,"Let a Man Drink in Peace"
09-02-04,"Semantics As Religion"
09-01-04,"Just Another Day"
08-31-04,"First Rehearsal pt 6"
08-30-04,"First Rehearsal pt 5"
08-29-04,"Ride the Pony"
08-28-04,"Rotten Son"
08-27-04,"First Rehearsal pt 4"
08-26-04,"First Rehearsal pt 3"
08-25-04,"First Rehearsal pt 2"
08-24-04,"First Rehearsal pt 1"
08-23-04,"Talk"
08-22-04,"Lost and Found"
08-21-04,"How Pepito Got His Groove"
08-20-04,"Kestrel Does Boston pt 5"
08-19-04,"Kestrel Does Boston pt 4"
08-18-04,"Kestrel Does Boston pt 3"
08-17-04,"Kestrel Does Boston pt 2"
08-16-04,"Kestrel Does Boston pt 1"
08-15-04,"Useful Rage pt 5"
08-14-04,"Useful Rage pt 3"
08-13-04,"Useful Rage pt 2"
08-12-04,"Useful Rage pt 1"
08-11-04,"Our Book pt 7"
08-10-04,"Our Book pt 6"
08-09-04,"Our Book pt 5"
08-08-04,"Our Book pt 4"
08-07-04,"Our Book pt 3"
08-06-04,"Our Book pt 2"
08-05-04,"Our Book pt 1"
08-04-04,"The Audition Process pt 7"
08-03-04,"The Audition Process pt 6"
08-02-04,"The Audition Process pt 5"
08-01-04,"The Audition Process pt 4"
07-31-04,"The Audition Process pt 3"
07-30-04,"The Audition Process pt 2"
07-29-04,"PeeJee’s First American Election p2"
07-28-04,"PeeJee’s First American Election pt 1"
07-27-04,"The Audition Process pt 1"
07-26-04,"Distraction"
07-23-04,"Meeting Dad pt 7"
07-22-04,"Meeting Dad pt 6"
07-21-04,"Meeting Dad pt 5"
07-20-04,"Meeting Dad pt 4"
07-19-04,"Meeting Dad pt 3"
07-17-04,"Dexcon Filler pt 2"
07-16-04,"Dexcon Filler pt 1"
07-15-04,"Meeting Dad pt 2"
07-14-04,"Meeting Dad pt 1"
07-13-04,"The Dumbest Idea in Webcomics"
07-12-04,"Hungry"
07-11-04,"History"
06-18-04,"Girlfriend on the Go pt 3"
06-17-04,"Girlfriend on the Go pt 2"
06-16-04,"Girlfriend on the Go pt 1"
06-15-04,"Dial-A-Aubrey pt 6"
06-14-04,"Dial-A-Aubrey pt 5"
06-13-04,"A Lazy Comic."
06-12-04,"Dial-A-Aubrey pt 4"
06-11-04,"Dial-A-Aubrey pt 3"
06-10-04,"Dial-A-Aubrey pt 2"
06-09-04,"Dial-A-Aubrey pt 1"
06-08-04,"Made For Each Other pt 7"
06-07-04,"Made For Each Other pt 6"
06-06-04,"Made For Each Other pt 5"
06-05-04,"Made For Each Other pt 4"
06-04-04,"Made For Each Other pt 3"
06-03-04,"Made For Each Other pt 2"
06-02-04,"Made For Each Other pt 1"
06-01-04,"Rings pt 5"
05-31-04,"Rings pt 4"
05-30-04,"Rings pt 3"
05-29-04,"Rings pt 2"
05-28-04,"Rings pt 1"
05-27-04,"How to Give Bad News"
05-26-04,"Mike Steps Out pt 10"
05-25-04,"Mike Steps Out pt 9"
05-24-04,"Mike Steps Out pt 8"
05-23-04,"Mike Steps Out pt 7"
05-22-04,"Mike Steps Out pt 6"
05-21-04,"Mike Steps Out pt 5"
05-20-04,"Mike Steps Out pt 4"
05-19-04,"Mike Steps Out pt 3"
05-18-04,"Mike Steps Out pt 2"
05-17-04,"Mike Steps Out pt 1"
05-16-04,"Wedding Bells of DOOM!"
05-15-04,"Kestrel’s Panties Don’t Live Here Anymore pt 6"
05-14-04,"Kestrel’s Panties Don’t Live Here Anymore pt 5"
05-13-04,"Kestrel’s Panties Don’t Live Here Anymore pt 4"
05-12-04,"Kestrel’s Panties Don’t Live Here Anymore pt 3"
05-11-04,"Kestrel’s Panties Don’t Live Here Anymore pt 2"
05-10-04,"Kestrel’s Panties Don’t Live Here Anymore pt 1"
05-09-04,"Mama’s Boy"
05-08-04,"Satan Seller"
05-07-04,"Let Them Beat Cake"
04-27-04,"Queen of Wrongs pt 5"
04-26-04,"Queen of Wrongs pt 4"
04-25-04,"Queen of Wrongs pt 3"
04-24-04,"Queen of Wrongs pt 2"
04-23-04,"Queen of Wrongs pt 1"
04-22-04,"Cough"
04-21-04,"Confessions of an Unused Mind pt 4"
04-20-04,"Confessions of an Unused Mind pt 3"
04-19-04,"Confessions of an Unused Mind pt 2"
04-18-04,"Confessions of an Unused Mind pt 1"
04-17-04,"Aftermath"
04-16-04,"The Perils of Elf Girls pt 8"
04-15-04,"Crap."
04-14-04,"The Perils of Elf Girls pt 7"
04-13-04,"The Perils of Elf Girls pt 6"
04-12-04,"The Perils of Elf Girls pt 5"
04-11-04,"The Perils of Elf Girls pt 4"
04-10-04,"The Perils of Elf Girls pt 3"
04-09-04,"The Perils of Elf Girls pt 2"
04-08-04,"The Perils of Elf Girls pt 1"
04-03-04,"Up and Down, Up and Down"
04-02-04,"Where the Wild Things Fuck"
04-01-04,"Casting Call"
03-31-04,"Cat Fantasies"
03-30-04,"Guilt By Association pt 7"
03-29-04,"Guilt By Association pt 6"
03-28-04,"Guilt By Association pt 5"
03-27-04,"Guilt By Association pt 4"
03-26-04,"Guilt By Association pt 3"
03-25-04,"Guilt By Association pt 2"
03-24-04,"Guilt By Association pt 1"
03-16-04,"Dream, Little One, Dream"
03-15-04,"Aubrey Does Safety pt 2"
03-14-04,"Aubrey Does Safety pt 1"
03-13-04,"Burying and Planting pt 6"
03-12-04,"Burying and Planting pt 5"
03-11-04,"Burying and Planting pt 4"
03-10-04,"Burying and Planting pt 3"
03-09-04,"Burying and Planting pt 2"
03-08-04,"Burying and Planting pt 1"
03-01-04,"Critical Miss-tress pt 7"
02-29-04,"Critical Miss-tress pt 6"
02-28-04,"Critical Miss-tress pt 5"
02-27-04,"Critical Miss-tress pt 4"
02-26-04,"Critical Miss-tress pt 3"
02-25-04,"Critical Miss-tress pt 2"
02-24-04,"Critical Miss-tress pt 1"
02-17-04,"Lament of a “Nice Guy” pt 4"
02-16-04,"Lament of a “Nice Guy” pt 3"
02-15-04,"Lament of a “Nice Guy” pt 2"
02-14-04,"Lament of a “Nice Guy” pt 1"
02-13-04,"Stuck on Friend Duty pt 6"
02-12-04,"Stuck on Friend Duty pt 5"
02-11-04,"Stuck on Friend Duty pt 4"
02-10-04,"Stuck on Friend Duty pt 3"
02-09-04,"Stuck on Friend Duty pt 2"
02-08-04,"Stuck on Friend Duty pt 1"
02-06-04,"Last Filler Sketch for a While"
02-04-04,"“Randy’s Cracked Out on Pain Killers” Filler Art pt 1"
02-03-04,"“Randy’s in Pain” Filler Art pt 2"
02-02-04,"“Randy’s in Pain” Filler Art pt 1"
01-27-04,"Make Room for Daddy pt 8"
01-26-04,"Make Room for Daddy pt 7"
01-25-04,"Make Room for Daddy pt 6"
01-24-04,"Make Room for Daddy pt 5"
01-23-04,"Make Room for Daddy pt 4"
01-22-04,"Make Room for Daddy pt 3"
01-20-04,"Make Room for Daddy pt 1 and 2"
01-19-04,"Beware… BEWARE!"
01-16-04,"Rough Sketch, Rougher Humor pt 1 and 2"
01-12-04,"Screams in Pastel"
01-11-04,"Odds"
01-09-04,"Confection Affection"
01-07-04,"Problematic pt 3"
01-06-04,"Problematic pt 2/Mommy Matters pt 1"
01-05-04,"While You Were Gone/Problematic pt 1"
01-04-04,"Guest Week II pt 8"
01-03-04,"Guest Week II pt 7"
01-02-04,"Guest Week II pt 6"
01-01-04,"Guest Week II pt 5"
12-31-03,"Guest Week II pt 4"
12-30-03,"Guest Week II pt 3"
12-29-03,"Guest Week II pt 2"
12-28-03,"Guest Week II pt 1"
12-25-03,"Old Familiar Faces pt 4"
12-24-03,"Old Familiar Faces pt 3"
12-23-03,"Old Familiar Faces pt 2"
12-22-03,"Old Familiar Faces pt 1"
12-19-03,"Last One To Leave…."
12-16-03,"Ho Ho No pt 5"
12-15-03,"Ho Ho No pt 4"
12-14-03,"Ho Ho No pt 3"
12-13-03,"Ho Ho No pt 2"
12-12-03,"Ho Ho No pt 1"
12-11-03,"Airport"
12-10-03,"Free to a Good Home pt 4"
12-09-03,"Free to a Good Home pt 3"
12-08-03,"Free to a Good Home pt 2"
12-07-03,"Free to a Good Home pt 1"
12-06-03,"Game Night pt 7"
12-05-03,"Game Night pt 6"
12-04-03,"Game Night pt 5"
12-03-03,"Game Night pt 4"
12-02-03,"Game Night pt 3"
12-01-03,"Game Night pt 2"
11-30-03,"Game Night pt 1"
11-29-03,"Thankful pt 7"
11-28-03,"Thankful pt 6"
11-27-03,"Thankful pt 5"
11-26-03,"Thankful pt 4"
11-25-03,"Thankful pt 3"
11-24-03,"Thankful pt 2"
11-23-03,"Thankful pt 1"
11-15-03,"Time Killer"
11-14-03,"The Apple Falls pt 6"
11-13-03,"The Apple Falls pt 5"
11-12-03,"The Apple Falls pt 4"
11-11-03,"The Apple Falls pt 3"
11-10-03,"The Apple Falls pt 2"
11-09-03,"The Apple Falls pt 1"
11-08-03,"Reaction"
11-07-03,"Oops"
11-06-03,"The Sound of Standing Up pt 5"
11-05-03,"The Sound of Standing Up pt 4"
11-04-03,"The Sound of Standing Up pt 3"
11-03-03,"The Sound of Standing Up pt 2"
11-02-03,"The Sound of Standing Up pt 1"
11-01-03,"Positively Scandalous pt 6"
10-31-03,"Positively Scandalous pt 5"
10-30-03,"Positively Scandalous pt 4"
10-29-03,"Positively Scandalous pt 3"
10-28-03,"Positively Scandalous pt 2"
10-27-03,"Positively Scandalous pt 1"
10-26-03,"Long Ride pt 8"
10-25-03,"Long Ride pt 7"
10-22-03,"Long Ride pt 6"
10-21-03,"Long Ride pt 5"
10-20-03,"Long Ride pt 4"
10-17-03,"Ubercon Filler Strip #1"
10-15-03,"Long Ride pt 3"
10-14-03,"Long Ride pt 2"
10-13-03,"Long Ride pt 1"
10-11-03,"Impressions"
10-10-03,"Sensitivity"
10-09-03,"Emote This"
10-08-03,"Alienate Others"
10-07-03,"Pin Up Filler"
10-04-03,"Forgiveness"
10-02-03,"Aubrey Explains It All"
09-30-03,"Sing… Sing a Song"
09-28-03,"Even It Out"
09-27-03,"Take This Job…."
09-24-03,"Come and Play"
09-23-03,"Long Time, No See"
09-22-03,"Love Tumble pt 7"
09-21-03,"Love Tumble pt 6"
09-20-03,"Love Tumble pt 5"
09-19-03,"Avast"
09-17-03,"Love Tumble pt 4"
09-16-03,"Love Tumble pt 3"
09-15-03,"Love Tumble pt 2"
09-14-03,"Love Tumble pt 1"
09-10-03,"Sad Choo-Choo In Snow"
09-08-03,"Catty"
09-06-03,"Run, Jhim, Run pt 3"
09-05-03,"Run, Jhim, Run pt 2"
09-03-03,"Run, Jhim, Run pt 1"
08-31-03,"I Yam What I Yam"
08-24-03,"Wish Upon This Star"
08-23-03,"Pull the Strings!"
08-22-03,"Supper pt 6"
08-21-03,"Supper pt 5"
08-20-03,"Supper pt 4"
08-19-03,"Supper pt 3"
08-18-03,"Supper pt 2"
08-17-03,"Supper pt 1"
08-08-03,"No Comics – Randy was away"
08-08-03,"Mike’s Game pt 7"
08-07-03,"Mike’s Game pt 6"
